16S_NC_086922.1:1092-2771	Clupeonella abrau
MF959792.1	Lerista allanae
MF959791.1	Lerista allanae
MF959790.1	Lerista allanae
MF959789.1	Lerista allanae
MF959788.1	Lerista allanae
MF959787.1	Lerista allanae
MH718496.1	Amphiprion ocellaris
MH718495.1	Amphiprion polymnus
MH718494.1	Amphiprion frenatus
MH718493.1	Amphiprion perideraion
MH718492.1	Amphiprion sandaracinos
MH718491.1	Amphiprion clarkii
MH699853.1	Ambassis urotaenia
MH699851.1	Polynemus dubius
MH699850.1	Polynemus melanochir
MH699849.1	Eleutheronema tetradactylum
MH699842.1	Oxyeleotris marmorata
MH699840.1	Scatophagus argus
MH699839.1	Boesemania microlepis
MH699838.1	Pseudapocryptes elongatus
MH699837.1	Trypauchen vagina
MH699836.1	Acentrogobius janthinopterus
MH699835.1	Awaous grammepomus
MH699834.1	Oxyurichthys ophthalmonema
MH699833.1	Boleophthalmus boddarti
MH699832.1	Glossogobius aureus
MH699831.1	Glossogobius giuris
MH699830.1	Glossogobius circumspectus
MH699829.1	Exyrias puntang
MH699823.1	Toxotes chatareus
MH715312.1	Scorpaena brasiliensis
MH715311.1	Mugil trichodon
MH715310.1	Micropogonias undulatus
MH715309.1	Menticirrhus littoralis
MH715308.1	Lutjanus synagris
MH715307.1	Lutjanus griseus
MH715306.1	Gymnura micrura
MH715305.1	Gobiosoma longipala
MH715304.1	Gobionellus oceanicus
MH715303.1	Eucinostomus harengulus
MH715302.1	Hypanus sabinus
MH715301.1	Hypanus americanus
MH715300.1	Ctenogobius smaragdus
MH715299.1	Ctenogobius boleosoma
MH715298.1	Bathygobius soporator
MH715297.1	Bairdiella chrysoura
MF497428.1	Naja melanoleuca
MF497427.1	Naja melanoleuca
MF497426.1	Naja melanoleuca
MF497425.1	Naja melanoleuca
KY990013.1	Dysommina rugosa
KY990012.1	Dysommina rugosa
KY990011.1	Dysommina rugosa
KY990010.1	Dysommina rugosa
KY990009.1	Dysommina orientalis
KY990008.1	Dysommina orientalis
LT999781.1	Acontias breviceps
LT999780.1	Acontias breviceps
LT999779.1	Acontias breviceps
LT999778.1	Acontias breviceps
LT999777.1	Acontias breviceps
LT999776.1	Acontias breviceps
LT999775.1	Acontias breviceps
LT999774.1	Acontias breviceps
LT999773.1	Acontias breviceps
LT999772.1	Acontias breviceps
MF991425.1	Thysanophrys chiltonae
MF991424.1	Scorpaenodes guamensis
MF991423.1	Satyrichthys hians
MF991422.1	Pterygotrigla hemisticta
MF991421.1	Pteroidichthys amboinensis
MF991420.1	Prionotus evolans
MF991419.1	Pataecus fronto
MF991417.1	Minous quincarinatus
MF991416.1	Hoplichthys langsdorfii
MF991415.1	Erosa erosa
MF991414.1	Erisphex pottii
MF991413.1	Ectreposebastes imus
MF991412.1	Choridactylus multibarbus
MF991411.1	Bovichtus variegatus
MF991410.1	Bembradium roseum
MF991409.1	Bellator militaris
MF991407.1	Adelosebastes latens
MF991336.1	Satyrichthys hians
MF991335.1	Pterygotrigla hemisticta
MF991334.1	Pteroidichthys amboinensis
MF991333.1	Pataecus fronto
MF991331.1	Minous quincarinatus
MF991330.1	Erosa erosa
MF991329.1	Ectreposebastes imus
MF991328.1	Choridactylus multibarbus
MF991327.1	Bovichtus variegatus
MF991326.1	Bembradium roseum
MF991325.1	Bellator militaris
MF991324.1	Adelosebastes latens
MH129610.1	Mochlus sundevallii
MH129609.1	Mochlus sundevallii
MH129608.1	Mochlus sundevallii
MH129607.1	Mochlus sundevallii
MH129606.1	Mochlus sundevallii
MH129605.1	Mochlus sundevallii
MH129604.1	Mochlus sundevallii
MH129603.1	Mochlus sundevallii
MH129602.1	Mochlus sundevallii
MH129601.1	Mochlus sundevallii
MH129600.1	Mochlus sundevallii
MH129599.1	Mochlus sundevallii
MH129598.1	Mochlus sundevallii
MH129597.1	Mochlus sundevallii
MH129596.1	Mochlus sundevallii
MH129595.1	Mochlus sundevallii
MH129594.1	Mochlus sundevallii
MH129593.1	Mochlus sundevallii
MH129592.1	Mochlus sundevallii
MH129591.1	Mochlus sundevallii
MH129590.1	Mochlus sundevallii
MH129589.1	Mochlus sundevallii
MH129588.1	Mochlus sundevallii
MH129587.1	Mochlus sundevallii
MH129586.1	Mochlus sundevallii
MH129585.1	Mochlus sundevallii
MH129584.1	Mochlus sundevallii
MH129583.1	Mochlus sundevallii
MH129582.1	Mochlus sundevallii
MH129581.1	Mochlus sundevallii
MH129580.1	Mochlus sundevallii
MH129579.1	Mochlus sundevallii
MH129578.1	Mochlus sundevallii
MH129577.1	Mochlus sundevallii
MH129576.1	Mochlus sundevallii
MH129575.1	Mochlus sundevallii
MH129574.1	Mochlus sundevallii
MH129573.1	Mochlus sundevallii
MH129572.1	Mochlus sundevallii
MH129571.1	Mochlus sundevallii
MH129570.1	Mochlus sundevallii
MH129569.1	Mochlus sundevallii
MH129568.1	Mochlus sundevallii
MH129567.1	Mochlus sundevallii
MH129566.1	Mochlus sundevallii
MH129565.1	Mochlus sundevallii
MH129564.1	Mochlus sundevallii
MH129563.1	Mochlus sundevallii
MH129562.1	Mochlus fernandi
MH129561.1	Mochlus fernandi
MH129560.1	Trachylepis variegata
EU912572.1	Gerres macracanthus
EU912571.1	Gerres oyena
EU912570.1	Gerres japonicus
EU912569.1	Gerres japonicus
EU912568.1	Gerres japonicus
EU912567.1	Gerres japonicus
EU912566.1	Gerres filamentosus
EU912565.1	Gerres filamentosus
EU912564.1	Gerres filamentosus
EU912563.1	Gerres filamentosus
EU912562.1	Gerres filamentosus
EU912561.1	Gerres filamentosus
EU912560.1	Gerres decacanthus
EU912559.1	Gerres decacanthus
EU912558.1	Gerres decacanthus
EU912557.1	Gerres decacanthus
EU912556.1	Gerres decacanthus
KY065606.1	Vanacampus vercoi
KY065605.1	Vanacampus poecilolaemus
KY065604.1	Vanacampus phillipi
KY065603.1	Vanacampus margaritifer
KY065602.1	Urocampus carinirostris
KY065601.1	Trachyrhamphus bicoarctatus
KY065600.1	Syngnathus louisianae
KY065599.1	Syngnathus fuscus
KY065598.1	Syngnathus californiensis
KY065597.1	Syngnathoides biaculeatus
KY065596.1	Stipecampus cristatus
KY065595.1	Stigmatopora nigra
KY065594.1	Stigmatopora narinosa
KY065593.1	Stigmatopora argus
KY065592.1	Solegnathus spinosissimus
KY065591.1	Solegnathus hardwickii
KY065590.1	Solenostomus cyanopterus
KY065589.1	Siokunichthys nigrolineatus
KY065588.1	Pugnaso curtirostris
KY065587.1	Pseudophallus brasiliensis
KY065586.1	Phyllopteryx taeniolatus
KY065585.1	Phycodurus eques
KY065584.1	Phoxocampus diacanthus
KY065583.1	Penetopteryx nanus
KY065582.1	Nerophis ophidion
KY065581.1	Nannocampus pictus
KY065580.1	Mitotichthys semistriatus
KY065579.1	Choeroichthys sculptus
KY065578.1	Microphis deocata
KY065577.1	Oostethus brachyurus
KY065576.1	Micrognathus natans
KY065575.1	Coelonotus leiaspis
KY065574.1	Oostethus jagorii
KY065573.1	Halicampus crinitus
KY065572.1	Microphis aculeatus
KY065571.1	Micrognathus andersonii
KY065570.1	Maroubra perserrata
KY065569.1	Lissocampus runa
KY065568.1	Lissocampus caudalis
KY065567.1	Leptoichthys fistularius
KY065566.1	Kaupus costatus
KY065565.1	Idiotropiscis lumnitzeri
KY065564.1	Hypselognathus rostratus
KY065563.1	Histiogamphelus cristatus
KY065562.1	Histiogamphelus briggsii
KY065561.1	Hippocampus zosterae
KY065560.1	Hippocampus whitei
KY065559.1	Hippocampus trimaculatus
KY065558.1	Hippocampus reidi
KY065557.1	Hippichthys spicifer
KY065556.1	Hippocampus pontohi
KY065555.1	Hippichthys penicillus
KY065554.1	Hippichthys heptagonus
KY065553.1	Hippocampus ingens
KY065552.1	Hippocampus fuscus
KY065551.1	Hippocampus denise
KY065550.1	Hippocampus bargibanti
KY065549.1	Hippocampus abdominalis
KY065548.1	Heraldia nocturna
KY065547.1	Haliichthys taeniophorus
KY065546.1	Halicampus macrorhynchus
KY065545.1	Halicampus nitidus
KY065544.1	Halicampus dunckeri
KY065543.1	Halicampus brocki
KY065542.1	Filicampus tigris
KY065541.1	Festucalex scalaris
KY065540.1	Festucalex cinctus
KY065539.1	Entelurus aequoreus
KY065538.1	Enneacampus ansorgii
KY065537.1	Dunckerocampus pessuliferus
KY065536.1	Dunckerocampus chapmani
KY065535.1	Dunckerocampus baldwini
KY065534.1	Doryrhamphus janssi
KY065533.1	Doryrhamphus excisus
KY065532.1	Dunckerocampus dactyliophorus
KY065531.1	Dunckerocampus baldwini
KY065530.1	Cosmocampus howensis
KY065529.1	Cosmocampus elucens
KY065528.1	Cosmocampus banneri
KY065527.1	Cosmocampus balli
KY065526.1	Cosmocampus albirostris
KY065525.1	Corythoichthys intestinalis
KY065524.1	Corythoichthys amplexus
KY065523.1	Choeroichthys sculptus
KY065522.1	Choeroichthys brachysoma
KY065521.1	Bryx randalli
KY065520.1	Bryx dunckeri
KY065519.1	Bhanotia fasciolata
KY065518.1	Aulostomus maculatus
KY065517.1	Aulostomus chinensis
KY065516.1	Apterygocampus epinnulatus
KY065515.1	Anarchopterus criniger
KY065514.1	Amphelikturus dendriticus
KY065513.1	Acentronura tentaculata
KY065512.1	Acentronura breviperula
KY065511.1	Fistularia petimba
MH532954.1	Ophiophagus hannah
LC147649.1	Plestiodon kuchinoshimensis
LN558788.1	Allothunnus fallai
LN558787.1	Sarda australis
LN558786.1	Sarda australis
LN558785.1	Sarda australis
LN558784.1	Sarda australis
LN558783.1	Sarda orientalis
LN558782.1	Sarda orientalis
LN558781.1	Sarda orientalis
LN558780.1	Sarda chiliensis
LN558779.1	Sarda chiliensis
LN558778.1	Sarda chiliensis
LN558777.1	Sarda chiliensis
LN558776.1	Sarda chiliensis
LN558775.1	Euthynnus lineatus
LN558774.1	Euthynnus lineatus
LN558773.1	Euthynnus lineatus
LN558772.1	Euthynnus lineatus
LN558771.1	Euthynnus lineatus
LN558770.1	Euthynnus alletteratus
LN558769.1	Euthynnus alletteratus
LN558768.1	Euthynnus affinis
LN558767.1	Euthynnus affinis
LN558766.1	Euthynnus affinis
LN558765.1	Euthynnus affinis
LN558764.1	Euthynnus affinis
LN558763.1	Auxis thazard
LN558762.1	Auxis thazard
LN558761.1	Thunnus maccoyii
Y09527.1	Myxine glutinosa
X87854.1	Anas platyrhynchos
X76354.1	Aethia psittacula
Z46480.1	Ophiophagus hannah
Z46482.1	Naja naja
Z46483.1	Micruroides euryxanthus
Z46484.1	Micrurus diastema
Z46492.1	Enhydris enhydris
Z46501.1	Bungarus fasciatus
Z46502.1	Acrochordus javanicus
X76361.1	Larus canus
X76356.1	Aethia pygmaea
X76345.1	Uria aalge
X76435.1	Uria aalge
X76350.1	Synthliboramphus antiquus
X76353.1	Ptychoramphus aleuticus
X76360.1	Fratercula cirrhata
X76359.1	Fratercula corniculata
X76358.1	Fratercula arctica
X76362.1	Calidris maritima
X76348.1	Cepphus grylle
X76349.1	Cepphus columba
X76352.1	Brachyramphus marmoratus
X76351.1	Brachyramphus brevirostris
X76347.1	Alca torda
X76355.1	Aethia pusilla
X76357.1	Aethia cristatella
X76346.1	Alle alle
X60825.1	Anas platyrhynchos
KU992076.1	Tursiops truncatus
KU992075.1	Tursiops truncatus
KU992074.1	Tursiops truncatus
KU992073.1	Tursiops truncatus
KU992072.1	Tursiops truncatus
KU992071.1	Tursiops truncatus
KU992070.1	Tursiops truncatus
KU992069.1	Tursiops truncatus
KU992068.1	Tursiops truncatus
KU992067.1	Tursiops truncatus
KU992066.1	Tursiops truncatus
KU992065.1	Tursiops truncatus
KU992064.1	Tursiops truncatus
KU992063.1	Tursiops truncatus
KU992062.1	Tursiops truncatus
KU992061.1	Tursiops truncatus
KU992060.1	Tursiops truncatus
KU992059.1	Tursiops truncatus
KU992058.1	Tursiops truncatus
KU992057.1	Tursiops truncatus
KU992056.1	Tursiops truncatus
KU992055.1	Tursiops truncatus
KU992054.1	Tursiops truncatus
KU992053.1	Tursiops truncatus
KU992052.1	Tursiops truncatus
KU992051.1	Tursiops truncatus
KU992050.1	Tursiops truncatus
KU992049.1	Tursiops truncatus
KU992048.1	Tursiops truncatus
KU992047.1	Tursiops truncatus
KU992046.1	Tursiops truncatus
KU992045.1	Tursiops truncatus
KU992044.1	Tursiops truncatus
KU992043.1	Tursiops truncatus
KU992042.1	Tursiops truncatus
KU992041.1	Tursiops truncatus
KU992040.1	Tursiops truncatus
KU992039.1	Tursiops truncatus
KU992038.1	Tursiops truncatus
KU992037.1	Tursiops truncatus
KU992036.1	Tursiops truncatus
KU992035.1	Tursiops truncatus
KU992034.1	Tursiops truncatus
KU992033.1	Tursiops truncatus
KU992032.1	Tursiops truncatus
KU992031.1	Tursiops truncatus
KU992030.1	Tursiops truncatus
KU992029.1	Tursiops truncatus
KU992028.1	Tursiops truncatus
KU992027.1	Tursiops truncatus
KU992026.1	Tursiops truncatus
KU992025.1	Tursiops truncatus
KU992024.1	Tursiops truncatus
KU992023.1	Tursiops truncatus
KU992022.1	Tursiops truncatus
KU992021.1	Tursiops truncatus
KU992020.1	Tursiops truncatus
KU992019.1	Tursiops truncatus
KU992018.1	Tursiops truncatus
KU992017.1	Tursiops truncatus
KU992016.1	Tursiops truncatus
KU992015.1	Tursiops truncatus
KU992014.1	Tursiops truncatus
KU992013.1	Tursiops truncatus
KU992012.1	Tursiops truncatus
KU992011.1	Tursiops truncatus
KU992010.1	Tursiops truncatus
KU992009.1	Tursiops truncatus
KU992008.1	Tursiops truncatus
KU992007.1	Tursiops truncatus
KU992006.1	Tursiops truncatus
KU992005.1	Tursiops truncatus
KU992004.1	Tursiops truncatus
KU992003.1	Tursiops truncatus
KU992002.1	Tursiops truncatus
KU992001.1	Tursiops truncatus
KU992000.1	Tursiops truncatus
KU991999.1	Tursiops truncatus
KU991998.1	Tursiops truncatus
KU991997.1	Tursiops truncatus
KU991996.1	Tursiops truncatus
KU991995.1	Tursiops truncatus
KU991994.1	Tursiops truncatus
KU991993.1	Tursiops truncatus
KU991992.1	Tursiops truncatus
KU991991.1	Tursiops truncatus
KU991990.1	Tursiops truncatus
LC388004.1	Lethrinus ornatus
MH198567.1	Vermicella annulata
MH198566.1	Vermicella annulata
MH198564.1	Vermicella annulata
MH198562.1	Vermicella annulata
MH198560.1	Vermicella annulata
MH198558.1	Vermicella intermedia
MH198556.1	Vermicella intermedia
MH198554.1	Vermicella intermedia
MH198552.1	Vermicella intermedia
MH198550.1	Vermicella multifasciata
MH198548.1	Vermicella snelli
MH198546.1	Vermicella snelli
MH198544.1	Vermicella snelli
MH198542.1	Vermicella snelli
MH198540.1	Vermicella snelli
MH198539.1	Vermicella vermiformis
MH198538.1	Vermicella vermiformis
MH198536.1	Vermicella vermiformis
MH198535.1	Vermicella vermiformis
MH198533.1	Vermicella parscauda
MH198531.1	Vermicella parscauda
KX398017.1	Tropidophorus sinicus
KX398016.1	Tropidophorus sinicus
KX398015.1	Sphenomorphus tersus
KX398014.1	Sphenomorphus sungaicolus
KX398013.1	Sphenomorphus sungaicolus
KX398012.1	Sphenomorphus stellatus
KX364964.1	Heremites septemtaeniatus
KX364963.1	Trachylepis paucisquamis
KX364962.1	Trachylepis aureopunctata
KX364961.1	Heremites auratus
KX364960.1	Manciola guaporicola
KX364959.1	Copeoglossum aurae
KX364958.1	Eutropis dissimilis
KX364957.1	Eutropis rugifera
KX364956.1	Toenayar novemcarinata
KX364955.1	Toenayar novemcarinata
KX364954.1	Eutropis indeprensa
KU309228.1	Lerista wilkinsi
KU309227.1	Lerista wilkinsi
KU309226.1	Lerista wilkinsi
KU309225.1	Lerista wilkinsi
KU309224.1	Lerista vittata
KU309223.1	Lerista vittata
KU309222.1	Lerista vittata
KU309221.1	Lerista vittata
KU309220.1	Lerista vanderduysi
KU309219.1	Lerista vanderduysi
KU309218.1	Lerista vanderduysi
KU309217.1	Lerista vanderduysi
KU309216.1	Lerista storri
KU309215.1	Lerista rochfordensis
KU309214.1	Lerista rochfordensis
KU309213.1	Lerista hobsoni
KU309212.1	Lerista hobsoni
KU309211.1	Lerista hobsoni
KU309210.1	Lerista hobsoni
KU309209.1	Lerista colliveri
KU309208.1	Lerista cinerea
KU309207.1	Lerista cinerea
KU309206.1	Lerista cinerea
KU309205.1	Lerista cinerea
KU309204.1	Lerista cinerea
KU309203.1	Lerista cinerea
KU309202.1	Lerista cinerea
KU309201.1	Lerista cinerea
KU309200.1	Lerista cinerea
KU309199.1	Lerista cinerea
KU309198.1	Lerista cinerea
KU309197.1	Lerista cinerea
KU309196.1	Lerista cinerea
KU309195.1	Lerista cinerea
KU309194.1	Lerista cinerea
KU309193.1	Lerista cinerea
KU309192.1	Lerista ameles
KU309191.1	Lerista ameles
KU309190.1	Lerista ameles
KU309189.1	Lerista ameles
KU309188.1	Lerista allanae
KU309187.1	Lerista allanae
KT968692.1	Toxicocalamus mintoni
KT968691.1	Toxicocalamus loriae
KT968690.1	Toxicocalamus loriae
KT968689.1	Toxicocalamus loriae
KT968688.1	Toxicocalamus loriae
KT968687.1	Toxicocalamus loriae
KT968686.1	Toxicocalamus loriae
KT968685.1	Toxicocalamus loriae
KT968684.1	Toxicocalamus loriae
KT968683.1	Toxicocalamus loriae
KT968682.1	Toxicocalamus misimae
KT968681.1	Toxicocalamus loriae
KT968680.1	Toxicocalamus loriae
KT968679.1	Toxicocalamus pachysomus
KT968678.1	Aspidomorphus lineaticollis
KT968677.1	Toxicocalamus loriae
KT968676.1	Aspidomorphus lineaticollis
KT968675.1	Toxicocalamus longissimus
KT968674.1	Toxicocalamus loriae
KT968673.1	Toxicocalamus longissimus
KT968672.1	Toxicocalamus preussi
KT968671.1	Toxicocalamus stanleyanus
KT968670.1	Toxicocalamus holopelturus
KT968669.1	Toxicocalamus holopelturus
KT968668.1	Toxicocalamus holopelturus
KT968667.1	Toxicocalamus holopelturus
KT968666.1	Toxicocalamus holopelturus
KT968665.1	Toxicocalamus loriae
KT968664.1	Toxicocalamus loriae
KU236799.1	Leptosiaphos meleagris
KU236798.1	Leptosiaphos blochmanni
KU236797.1	Lacertaspis chriswildi
KU236796.1	Panaspis breviceps
KU236795.1	Panaspis togoensis
KU236793.1	Lacertaspis gemmiventris
KU236792.1	Lacertaspis gemmiventris
KU236790.1	Lacertaspis rohdei
KU236789.1	Leptosiaphos koutoui
KU236788.1	Panaspis togoensis
KU236787.1	Panaspis breviceps
KU236786.1	Panaspis breviceps
KU236785.1	Panaspis wahlbergii
KU236784.1	Panaspis wahlbergii
KU236783.1	Panaspis wahlbergii
KU236782.1	Panaspis wahlbergii
KU236781.1	Panaspis wahlbergii
KU236771.1	Panaspis cabindae
KU236770.1	Panaspis maculicollis
KU236768.1	Panaspis cabindae
KU236765.1	Panaspis cabindae
KU236760.1	Panaspis wahlbergii
KU236759.1	Panaspis wahlbergii
KU236758.1	Panaspis togoensis
KU236757.1	Panaspis togoensis
KU236756.1	Panaspis togoensis
KU236755.1	Panaspis wahlbergii
KU236753.1	Panaspis cabindae
KU236751.1	Panaspis cabindae
KU236750.1	Panaspis cabindae
KU236749.1	Panaspis maculicollis
KU236748.1	Panaspis maculicollis
KU236747.1	Panaspis maculicollis
KU236746.1	Panaspis wahlbergii
KU236741.1	Panaspis cabindae
KU236740.1	Panaspis cabindae
KU236738.1	Panaspis wahlbergii
KU236728.1	Panaspis maculicollis
KU236725.1	Panaspis togoensis
KU236724.1	Panaspis wahlbergii
KU236723.1	Panaspis wahlbergii
KU236722.1	Panaspis wahlbergii
KU236721.1	Panaspis wahlbergii
KU236720.1	Panaspis maculicollis
KU236717.1	Panaspis breviceps
KU236716.1	Trachylepis striata
KU236715.1	Trachylepis megalura
KR814656.1	Micrurus tener
KF589953.1	Phoboscincus bocourti
MH430643.1	Acontias plumbeus
MH430642.1	Acontias plumbeus
MH430641.1	Acontias plumbeus
MH430640.1	Acontias plumbeus
MH430639.1	Acontias plumbeus
MH430638.1	Acontias plumbeus
MH430637.1	Acontias plumbeus
MH430636.1	Acontias plumbeus
MH430635.1	Acontias plumbeus
MH430634.1	Acontias plumbeus
MH430633.1	Acontias plumbeus
MH430632.1	Acontias plumbeus
MH430631.1	Acontias plumbeus
MH430630.1	Acontias plumbeus
MH430629.1	Acontias plumbeus
MH430628.1	Acontias plumbeus
MH430627.1	Acontias plumbeus
MH430626.1	Acontias plumbeus
MH430625.1	Acontias plumbeus
MH430624.1	Acontias plumbeus
MH430623.1	Acontias plumbeus
MH430622.1	Acontias plumbeus
MH430621.1	Acontias plumbeus
MH430620.1	Acontias plumbeus
MH430619.1	Acontias plumbeus
MH430618.1	Acontias plumbeus
MH430617.1	Acontias plumbeus
MH430616.1	Acontias plumbeus
MH430615.1	Acontias plumbeus
MH430614.1	Acontias plumbeus
MH430613.1	Acontias plumbeus
MH430612.1	Acontias plumbeus
MH430611.1	Acontias plumbeus
MH430610.1	Acontias plumbeus
MH430609.1	Acontias plumbeus
MH430608.1	Acontias plumbeus
MH430607.1	Acontias plumbeus
MH430606.1	Acontias plumbeus
MH430605.1	Acontias plumbeus
MH430604.1	Acontias plumbeus
MH430603.1	Acontias plumbeus
MH430602.1	Acontias plumbeus
MH430601.1	Acontias plumbeus
MH430600.1	Acontias plumbeus
MH430599.1	Acontias plumbeus
JN227613.1	Spondylurus sloanii
JN227612.1	Spondylurus sloanii
JN227611.1	Spondylurus semitaeniatus
JN227610.1	Marisora roatanae
JN227609.1	Spondylurus powelli
JN227608.1	Spondylurus powelli
JN227607.1	Spondylurus monitae
JN227606.1	Spondylurus macleani
JN227605.1	Spondylurus lineolatus
JN227604.1	Spondylurus fulgidus
JN227603.1	Spondylurus fulgidus
JN227602.1	Spondylurus fulgidus
JN227601.1	Mabuya dominicana
JN227600.1	Spondylurus culebrae
JN227599.1	Spondylurus caicosae
JN227598.1	Spondylurus caicosae
JN227597.1	Spondylurus caicosae
JN227596.1	Varzea bistriata
JN227595.1	Copeoglossum aurae
JF498106.1	Tytthoscincus parvus
JF498105.1	Tytthoscincus parvus
JF498104.1	Tytthoscincus hallieri
JF498103.1	Tytthoscincus atrigularis
JF498102.1	Tytthoscincus atrigularis
JF498101.1	Tytthoscincus aesculeticola
JF498100.1	Tytthoscincus aesculeticola
JF498099.1	Trachylepis perrotetii
JF498097.1	Sphenomorphus variegatus
JF498096.1	Sphenomorphus variegatus
JF498095.1	Sphenomorphus solomonis
JF498094.1	Sphenomorphus solomonis
JF498093.1	Sphenomorphus scutatus
JF498092.1	Sphenomorphus sabanus
JF498091.1	Sphenomorphus multisquamatus
JF498090.1	Sphenomorphus maculatus
JF498089.1	Sphenomorphus indicus
JF498088.1	Sphenomorphus fasciatus
JF498087.1	Sphenomorphus fasciatus
JF498086.1	Sphenomorphus diwata
JF498085.1	Sphenomorphus diwata
JF498084.1	Sphenomorphus cyanolaemus
JF498083.1	Sphenomorphus cranei
JF498082.1	Sphenomorphus cranei
JF498081.1	Sphenomorphus concinnatus
JF498080.1	Sphenomorphus concinnatus
JF498079.1	Sphenomorphus acutus
JF498078.1	Scincella reevesii
JF498077.1	Scincella lateralis
JF498076.1	Scincella cherriei
JF498075.1	Scincella assata
JF498074.1	Scincella assata
JF498073.1	Plestiodon quadrilineatus
JF498072.1	Plestiodon fasciatus
